Year,Transect,Shoreline_Distance
2016,2058,999.9999999999345
2017,2058,999.9999999999345
2018,2058,999.9999999999345
2019,2058,999.9999999999345
2020,2058,999.9999999999345
2021,2058,999.9999999999345
2022,2058,999.9999999999345
2023,2058,1009.9460921430357
2024,2058,1009.9460921430357
2025,2058,1019.892180675345
2016,2059,1006.8810475718277
2017,2059,1000.0000000000176
2018,2059,1000.0000000000176
2019,2059,1000.0000000000176
2020,2059,1000.0000000000176
2021,2059,1006.8810475718277
2022,2059,1000.0000000000176
2023,2059,1014.3764208340128
2024,2059,1014.3764208340128
2025,2059,1020.64313679213
2016,2060,999.999999999944
2017,2060,999.999999999944
2018,2060,999.999999999944
2019,2060,999.999999999944
2020,2060,999.999999999944
2021,2060,1006.8810462118067
2022,2060,999.999999999944
2023,2060,1013.7620888581516
2024,2060,1013.7620888581516
2025,2060,1014.3764256132187
2016,2061,993.1189568234819
2017,2061,1000.0000000000205
2018,2061,1000.0000000000205
2019,2061,1000.0000000000205
2020,2061,993.1189568234819
2021,2061,1000.0000000000205
2022,2061,1000.0000000000205
2023,2061,1006.8810448518774
2024,2061,1006.8810448518774
2025,2061,1013.7620861382902
2016,2062,990.0539081486367
2017,2062,1000.0000000000871
2018,2062,1000.0000000000871
2019,2062,990.0539081486367
2020,2062,990.0539053418743
2021,2062,990.0539053418743
2022,2062,990.0539081486367
2023,2062,1009.9460925756978
2024,2062,1009.9460925756978
2025,2062,1009.9460947425924
2016,2063,1000.0000000000192
2017,2063,1000.0000000000192
2018,2063,1000.0000000000192
2019,2063,1009.9460943379087
2020,2063,1000.0000000000192
2021,2063,990.0539035792949
2022,2063,1019.8921893987928
2023,2063,1019.8921930915475
2024,2063,1029.838285182209
2025,2063,1029.8382897614204
2016,2064,1009.9460949249916
2017,2064,999.999999999896
2018,2064,999.999999999896
2019,2064,1009.9460970918863
2020,2064,999.999999999896
2021,2064,990.0539057989604
2022,2064,1019.8921942665382
2023,2064,1019.8921942665382
2024,2064,1029.8382915240845
2025,2064,1029.8382915240845
2016,2065,1019.8921917475654
2017,2065,999.9999999999798
2018,2065,999.9999999999798
2019,2065,1009.9460976789359
2020,2065,1009.9460955122737
2021,2065,999.9999999999798
2022,2065,1019.8921954410172
2023,2065,1019.8921954410172
2024,2065,1029.8382932864604
2025,2065,1029.8382932864604
2016,2066,1020.6431318673357
2017,2066,1000.0000000000409
2018,2066,1000.0000000000409
2019,2066,1014.3764402681692
2020,2066,1013.7620882952043
2021,2066,1013.1980912283693
2022,2066,1028.7528865846537
2023,2066,1028.7528865846537
2024,2066,1041.2862521383759
2025,2066,1043.1293389485809
2016,2067,1014.376445046771
2017,2067,999.9999999999839
2018,2067,999.9999999999839
2019,2067,1013.7620855752024
2020,2067,1006.8810445702301
2021,2067,1013.7620855752024
2022,2067,1020.6431277867458
2023,2067,1020.6431277867458
2024,2067,1028.752896142073
2025,2067,1028.752896142073
2016,2068,1006.8810432108967
2017,2068,1000.0000000000433
2018,2068,1000.0000000000433
2019,2068,1013.7620828563911
2020,2068,1000.0000000000433
2021,2068,1013.7620828563911
2022,2068,1014.3764498277101
2023,2068,1020.6431237081273
2024,2068,1020.6431237081273
2025,2068,1027.5241614624238
2016,2069,999.9999999999554
2017,2069,999.9999999999554
2018,2069,999.9999999999554
2019,2069,1013.7620782279085
2020,2069,999.9999999999554
2021,2069,999.9999999999554
2022,2069,999.9999999999554
2023,2069,1014.3764602376589
2024,2069,1020.6431167662762
2025,2069,1027.5241522071183
2016,2070,990.0538978755665
2017,2070,1000.0000000000597
2018,2070,1000.0000000000597
2019,2070,1000.0000000000597
2020,2070,990.0539006818645
2021,2070,990.0538978755665
2022,2070,1000.0000000000597
2023,2070,1009.9461000407854
2024,2070,1009.9461022072144
2025,2070,1019.8922008056728
2016,2071,990.0538972881534
2017,2071,1000.0000000001091
2018,2071,1000.0000000001091
2019,2071,1009.946100628299
2020,2071,1000.0000000001091
2021,2071,990.0539000951499
2022,2071,1000.0000000001091
2023,2071,1009.946102795192
2024,2071,1019.8922019801834
2025,2071,1019.8922056736351
2016,2072,985.6235399203301
2017,2072,1000.0000000000083
2018,2072,1000.0000000000083
2019,2072,1013.7620771351352
2020,2072,1000.0000000000083
2021,2072,1000.0000000000083
2022,2072,1006.8810403502088
2023,2072,1014.3764667159664
2024,2072,1020.6431151272913
2025,2072,1027.5241500220068
2016,2073,980.1077921423365
2017,2073,1000.0000000000018
2018,2073,1000.0000000000018
2019,2073,1009.946104054341
2020,2073,1000.0000000000018
2021,2073,1000.0000000000018
2022,2073,1000.0000000000018
2023,2073,1019.8922044983524
2024,2073,1019.8922044983524
2025,2073,1019.8922081913398
2016,2074,979.356880907255
2017,2074,1000.0000000000069
2018,2074,1000.0000000000069
2019,2074,1014.376472346921
2020,2074,1000.0000000000069
2021,2074,1000.0000000000069
2022,2074,1006.881039397178
2023,2074,1020.643112267532
2024,2074,1020.643112267532
2025,2074,1027.5241462081462
2016,2075,970.1616949025135
2017,2075,1000.0000000000064
2018,2075,1000.0000000000064
2019,2075,1009.9461053124463
2020,2075,1000.0000000000064
2021,2075,1000.0000000000064
2022,2075,1000.0000000000064
2023,2075,1009.9461053124463
2024,2075,1019.8922070152584
2025,2075,1029.8383116081943
2016,2076,980.1077947041869
2017,2076,1000.0000000000738
2018,2076,1000.0000000000738
2019,2076,1019.8922081900421
2020,2076,1009.9461037333278
2021,2076,1000.0000000000738
2022,2076,1009.9461037333278
2023,2076,1009.9461059004539
2024,2076,1019.8922118834954
2025,2076,1029.8383179501297
2016,2077,993.118962823092
2017,2077,999.9999999999383
2018,2077,999.9999999999383
2019,2077,1020.6431106272522
2020,2077,1013.7620741355212
2021,2077,1006.8810388502872
2022,2077,1013.7620741355212
2023,2077,1014.37647882562
2024,2077,1027.5241440215323
2025,2077,1034.4051781550488
2016,2078,993.1189641833583
2017,2078,999.9999999999513
2018,2078,999.9999999999513
2019,2078,1020.6431065488944
2020,2078,1006.8810374911193
2021,2078,1006.8810374911193
2022,2078,1013.7620714168434
2023,2078,1013.7620714168434
2024,2078,1020.6431065488944
2025,2078,1028.7529732618934
2016,2079,993.1189655438352
2017,2079,999.9999999999355
2018,2079,999.9999999999355
2019,2079,1014.3764883887624
2020,2079,999.9999999999355
2021,2079,999.9999999999355
2022,2079,1006.8810361309396
2023,2079,1013.7620686964261
2024,2079,1020.6431024691417
2025,2079,1027.524133143918
2016,2080,990.0538943891812
2017,2080,1000.0000000000313
2018,2080,1000.0000000000313
2019,2080,1009.9461063341103
2020,2080,1000.0000000000313
2021,2080,1000.0000000000313
2022,2080,1000.0000000000313
2023,2080,1009.9461063341103
2024,2080,1019.8922133914195
2025,2080,1019.8922133914195
2016,2081,1000.0000000001124
2017,2081,1000.0000000001124
2018,2081,1000.0000000001124
2019,2081,1009.946108852361
2020,2081,1000.0000000001124
2021,2081,990.0538918710945
2022,2081,1000.0000000001124
2023,2081,1009.946108852361
2024,2081,1009.9461110192543
2025,2081,1019.8922221210577
2016,2082,1009.9461094409046
2017,2082,1000.000000000007
2018,2082,1000.000000000007
2019,2082,1019.8922196050312
2020,2082,1000.000000000007
2021,2082,1000.000000000007
2022,2082,1009.9461094409046
2023,2082,1009.9461116070994
2024,2082,1019.8922196050312
2025,2082,1029.838330493085
2016,2083,1009.9461121951485
2017,2083,1000.0000000000845
2018,2083,1000.0000000000845
2019,2083,1029.8383322552127
2020,2083,1000.0000000000845
2021,2083,1009.9461100280212
2022,2083,1009.9461121951485
2023,2083,1019.8922207798853
2024,2083,1019.8922244733386
2025,2083,1029.838336834657
2016,2084,1019.8922219553997
2017,2084,999.9999999999084
2018,2084,999.9999999999084
2019,2084,1029.838338597898
2020,2084,1009.9461106158059
2021,2084,1019.8922219553997
2022,2084,1019.8922219553997
2023,2084,1019.8922256483874
2024,2084,1029.8383340189207
2025,2084,1039.7844468063695
2016,2085,1020.6430975526492
2017,2085,999.99999999991
2018,2085,999.99999999991
2019,2085,1034.4051563630014
2020,2085,1013.7620654189508
2021,2085,1020.6430975526492
2022,2085,1020.6430975526492
2023,2085,1027.5241265889929
2024,2085,1028.7530217072426
2025,2085,1041.2861835074887
2016,2086,1014.3765126089957
2017,2086,999.9999999999396
2018,2086,999.9999999999396
2019,2086,1028.753031266079
2020,2086,999.9999999999396
2021,2086,1014.3765126089957
2022,2086,1014.3765126089957
2023,2086,1014.3765126089957
2024,2086,1027.5241211491198
2025,2086,1034.4051495644508
2016,2087,1013.7620599819309
2017,2087,1000.0000000000059
2018,2087,1000.0000000000059
2019,2087,1020.6430893957979
2020,2087,1000.0000000000059
2021,2087,1000.0000000000059
2022,2087,1006.8810317739769
2023,2087,1006.8810317739769
2024,2087,1020.6430893957979
2025,2087,1028.7530408346563
2016,2088,1006.8810304132445
2017,2088,999.9999999999909
2018,2088,999.9999999999909
2019,2088,1014.3765221738981
2020,2088,993.1189712609832
2021,2088,999.9999999999909
2022,2088,1006.8810304132445
2023,2088,999.9999999999909
2024,2088,1014.3765221738981
2025,2088,1020.643085315435
2016,2089,1006.8810290541301
2017,2089,1000.0000000000919
2018,2089,1000.0000000000919
2019,2089,1006.8810290541301
2020,2089,986.2379416756363
2021,2089,1000.0000000000919
2022,2089,1000.0000000000919
2023,2089,1000.0000000000919
2024,2089,1013.7620545417368
2025,2089,1014.3765269546058
2016,2090,1000.0000000000429
2017,2090,1000.0000000000429
2018,2090,1000.0000000000429
2019,2090,1000.0000000000429
2020,2090,980.1077730499734
2021,2090,990.0538833561636
2022,2090,1000.0000000000429
2023,2090,1000.0000000000429
2024,2090,1009.9461145603874
2025,2090,1009.9461167268164
2016,2091,1009.9461151485089
2017,2091,999.9999999999429
2018,2091,999.9999999999429
2019,2091,1009.9461151485089
2020,2091,990.0538827683091
2021,2091,990.0538855755384
2022,2091,999.9999999999429
2023,2091,999.9999999999429
2024,2091,1009.9461173154021
2025,2091,1009.9461173154021
2016,2092,1013.7620534512713
2017,2092,1000.0000000000312
2018,2092,1000.0000000000312
2019,2092,1013.7620534512713
2020,2092,993.118973166715
2021,2092,1000.0000000000312
2022,2092,1006.8810285084951
2023,2092,1006.8810285084951
2024,2092,1014.3765334365647
2025,2092,1014.3765334365647
2016,2093,1000.0000000000618
2017,2093,1000.0000000000618
2018,2093,1000.0000000000618
2019,2093,1019.8922407617707
2020,2093,1000.0000000000618
2021,2093,1000.0000000000618
2022,2093,1009.9461203393519
2023,2093,1019.8922370694817
2024,2093,1029.8383566899663
2025,2093,1029.8383612673151
2016,2094,990.0538791552204
2017,2094,1000.0000000000787
2018,2094,1000.0000000000787
2019,2094,1019.8922419377784
2020,2094,1009.9461187616349
2021,2094,1000.0000000000787
2022,2094,1019.892238245722
2023,2094,1019.8922419377784
2024,2094,1029.838363032251
2025,2094,1039.7844793882434
2016,2095,985.6234641650141
2017,2095,999.9999999999764
2018,2095,999.9999999999764
2019,2095,1028.7530909869533
2020,2095,1013.762054800518
2021,2095,999.9999999999764
2022,2095,1020.6430816239798
2023,2095,1027.5241053500017
2024,2095,1034.4051298147606
2025,2095,1041.286151649584
2016,2096,972.4758840191113
2017,2096,999.9999999999068
2018,2096,999.9999999999068
2019,2096,1020.6430775441128
2020,2096,1013.7620520798686
2021,2096,993.1189738501334
2022,2096,1014.3765472480384
2023,2096,1020.6430775441128
2024,2096,1028.7531005441233
2025,2096,1034.4051230153862
2016,2097,952.3515049797716
2017,2097,999.9999999999569
2018,2097,999.9999999999569
2019,2097,1047.6485903017922
2020,2097,1019.0594246861667
2021,2097,999.9999999999569
2022,2097,1028.5891427460685
2023,2097,1038.1188646178261
2024,2097,1047.6485903017922
2025,2097,1057.1783197959871
2016,2098,958.7138384106095
2017,2098,1000.0000000000485
2018,2098,1000.0000000000485
2019,2098,1006.8810246983577
2020,2098,1000.0000000000485
2021,2098,993.1189769769724
2022,2098,1006.8810246983577
2023,2098,1013.762045830236
2024,2098,1013.762045830236
2025,2098,1020.643068168112
2016,2099,958.7138465665307
2017,2099,1000.0000000000641
2018,2099,1000.0000000000641
2019,2099,1000.0000000000641
2020,2099,986.2379531064411
2021,2099,993.118978336224
2022,2099,1000.0000000000641
2023,2099,1006.8810233382347
2024,2099,1006.8810233382347
2025,2099,1014.3765607463009
2016,2100,950.269379821619
2017,2100,1000.0000000001124
2018,2100,1000.0000000001124
2019,2100,1000.0000000001124
2020,2100,980.1077579333371
2021,2100,990.0538757971811
2022,2100,1000.0000000001124
2023,2100,1000.0000000001124
2024,2100,1000.0000000001124
2025,2100,1009.9461242847741
2016,2101,950.2693973254478
2017,2101,1000.000000000086
2018,2101,1000.000000000086
2019,2101,1000.000000000086
2020,2101,990.0538752096068
2021,2101,990.0538752096068
2022,2101,1000.000000000086
2023,2101,1009.9461227067976
2024,2101,1009.9461227067976
2025,2101,1009.9461248732266
2016,2102,986.8020887722627
2017,2102,1000.0000000000666
2018,2102,1000.0000000000666
2019,2102,1000.0000000000666
2020,2102,993.1189788816974
2021,2102,993.1189788816974
2022,2102,1000.0000000000666
2023,2102,1013.7620420200968
2024,2102,1013.7620420200968
2025,2102,1014.3765672282091
2016,2103,999.9999999999785
2017,2103,999.9999999999785
2018,2103,999.9999999999785
2019,2103,999.9999999999785
2020,2103,990.053873949567
2021,2103,990.0538767572633
2022,2103,990.0538767572633
2023,2103,999.9999999999785
2024,2103,1009.9461239670882
2025,2103,1009.94612613375
2016,2104,1006.8810218403148
2017,2104,999.9999999999998
2018,2104,999.9999999999998
2019,2104,999.9999999999998
2020,2104,993.1189798342594
2021,2104,999.9999999999998
2022,2104,999.9999999999998
2023,2104,1006.8810218403148
2024,2104,1013.7620401146132
2025,2104,1014.3765728609375
2016,2105,1009.9461252274676
2017,2105,999.9999999999495
2018,2105,999.9999999999495
2019,2105,999.9999999999495
2020,2105,990.0538726895967
2021,2105,990.0538726895967
2022,2105,990.0538754977572
2023,2105,999.9999999999495
2024,2105,999.9999999999495
2025,2105,1009.9461252274676
2016,2106,1009.9461279822095
2017,2106,1000.000000000013
2018,2106,1000.000000000013
2019,2106,1000.000000000013
2020,2106,990.0538749081729
2021,2106,990.0538749081729
2022,2106,1000.000000000013
2023,2106,1000.000000000013
2024,2106,1009.9461258157804
2025,2106,1019.8922523559427
2016,2107,1009.9461285710748
2017,2107,999.9999999999148
2018,2107,999.9999999999148
2019,2107,1009.9461264044131
2020,2107,999.9999999999148
2021,2107,999.9999999999148
2022,2107,999.9999999999148
2023,2107,1009.9461264044131
2024,2107,1009.9461285710748
2025,2107,1019.892257225129
2016,2108,1009.946129158876
2017,2108,999.9999999999277
2018,2108,999.9999999999277
2019,2108,1009.946129158876
2020,2108,999.9999999999277
2021,2108,999.9999999999277
2022,2108,1009.9461269931454
2023,2108,1009.946129158876
2024,2108,1019.8922547112232
2025,2108,1029.8383831532287
2016,2109,1014.3765810460833
2017,2109,999.99999999991
2018,2109,999.99999999991
2019,2109,1014.3765810460833
2020,2109,1006.881022109673
2021,2109,999.99999999991
2022,2109,1013.7620406528351
2023,2109,1014.3765810460833
2024,2109,1020.6430604026533
2025,2109,1028.7531681386386
2016,2110,1000.0000000000106
2017,2110,1000.0000000000106
2018,2110,1000.0000000000106
2019,2110,1006.8810207503294
2020,2110,1000.0000000000106
2021,2110,1000.0000000000106
2022,2110,1000.0000000000106
2023,2110,1006.8810207503294
2024,2110,1014.376585827497
2025,2110,1027.5240716176088
2016,2111,985.6234160244253
2017,2111,1000.0000000000226
2018,2111,1000.0000000000226
2019,2111,1000.0000000000226
2020,2111,993.1189822840369
2021,2111,993.1189822840369
2022,2111,1000.0000000000226
2023,2111,1006.8810193909973
2024,2111,1006.8810193909973
2025,2111,1014.376590611327
2016,2112,980.1077367225495
2017,2112,999.9999999999205
2018,2112,999.9999999999205
2019,2112,999.9999999999205
2020,2112,990.0538683197879
2021,2112,990.0538711272515
2022,2112,990.0538711272515
2023,2112,1009.9461295976824
2024,2112,999.9999999999205
2025,2112,1009.9461317638786
2016,2113,979.356943780692
2017,2113,1000.0000000000141
2018,2113,1000.0000000000141
2019,2113,1000.0000000000141
2020,2113,993.1189832354511
2021,2113,1000.0000000000141
2022,2113,1000.0000000000141
2023,2113,1013.7620333116147
2024,2113,1006.8810184389081
2025,2113,1014.3765962447154
2016,2114,970.1616117737548
2017,2114,999.9999999999467
2018,2114,999.9999999999467
2019,2114,999.9999999999467
2020,2114,990.0538670588938
2021,2114,999.9999999999467
2022,2114,999.9999999999467
2023,2114,999.9999999999467
2024,2114,1009.9461308574649
2025,2114,1019.8922624398432
2016,2115,986.2379648093677
2017,2115,999.9999999999283
2018,2115,999.9999999999283
2019,2115,1006.8810174865307
2020,2115,993.1189841879857
2021,2115,999.9999999999283
2022,2115,999.9999999999283
2023,2115,1006.8810174865307
2024,2115,1013.7620314067763
2025,2115,1020.6430465340919
2016,2116,985.6233999751247
2017,2116,999.9999999999538
2018,2116,999.9999999999538
2019,2116,1006.8810161273044
2020,2116,986.2379675280558
2021,2116,985.6233999751247
2022,2116,993.1189855472628
2023,2116,1006.8810161273044
2024,2116,1006.8810161273044
2025,2116,1014.3766066602458
2016,2117,971.2467964325255
2017,2117,999.9999999999419
2018,2117,999.9999999999419
2019,2117,999.9999999999419
2020,2117,986.2379702462209
2021,2117,971.2467964325255
2022,2117,993.1189869063396
2023,2117,1006.8810147682893
2024,2117,999.9999999999419
2025,2117,1013.7620259697062
2016,2118,970.1615936138503
2017,2118,1000.00000000009
2018,2118,1000.00000000009
2019,2118,990.0538672628109
2020,2118,980.1077352501588
2021,2118,970.1615936138503
2022,2118,990.0538672628109
2023,2118,1000.00000000009
2024,2118,990.0538672628109
2025,2118,1009.9461334617624
2016,2119,965.5949231879456
2017,2119,999.9999999999686
2018,2119,999.9999999999686
2019,2119,999.9999999999686
2020,2119,993.1189878587063
2021,2119,972.4759400496712
2022,2119,999.9999999999686
2023,2119,1006.8810138153176
2024,2119,999.9999999999686
2025,2119,1013.7620240643097
2016,2120,960.2154532744074
2017,2120,1000.0000000000506
2018,2120,1000.0000000000506
2019,2120,1000.0000000000506
2020,2120,990.0538631936572
2021,2120,960.2154683537227
2022,2120,1000.0000000000506
2023,2120,1000.0000000000506
2024,2120,1000.0000000000506
2025,2120,1009.9461368888725
2016,2121,960.2154659984218
2017,2121,1000.0000000000275
2018,2121,1000.0000000000275
2019,2121,1000.0000000000275
2020,2121,990.0538626048736
2021,2121,970.161598411533
2022,2121,1000.0000000000275
2023,2121,1009.9461353114139
2024,2121,1009.9461353114139
2025,2121,1019.8922713483586
2016,2122,972.4759422277482
2017,2122,1000.0000000000954
2018,2122,1000.0000000000954
2019,2122,1000.0000000000954
2020,2122,993.1189884033845
2021,2122,979.356959283087
2022,2122,1000.0000000000954
2023,2122,1013.7620229771493
2024,2122,1013.7620229771493
2025,2122,1020.6430338886599
2016,2123,973.6043484226375
2017,2123,1000.0000000000322
2018,2123,1000.0000000000322
2019,2123,1000.0000000000322
2020,2123,986.2379759591382
2021,2123,979.3569633613461
2022,2123,1000.0000000000322
2023,2123,1006.8810119127832
2024,2123,1000.0000000000322
2025,2123,1014.3766283471826
2016,2124,960.2154582682431
2017,2124,1000.000000000052
2018,2124,1000.000000000052
2019,2124,1000.000000000052
2020,2124,980.10772768501
2021,2124,970.1615926143137
2022,2124,990.0538634796353
2023,2124,1000.000000000052
2024,2124,990.0538634796353
2025,2124,1009.9461394108249
2016,2125,990.0538628904958
2017,2125,999.9999999999185
2018,2125,999.9999999999185
2019,2125,1009.946137833037
2020,2125,990.0538600825664
2021,2125,980.1077202485745
2022,2125,999.9999999999185
2023,2125,999.9999999999185
2024,2125,999.9999999999185
2025,2125,1019.8922763912487
2016,2126,1000.000000000023
2017,2126,1000.000000000023
2018,2126,1000.000000000023
2019,2126,1000.000000000023
2020,2126,993.1189916661419
2021,2126,965.5949422246628
2022,2126,1006.8810100084788
2023,2126,1006.8810100084788
2024,2126,1006.8810100084788
2025,2126,1014.3766396124936
2016,2127,985.6233622379128
2017,2127,999.9999999999735
2018,2127,999.9999999999735
2019,2127,999.9999999999735
2020,2127,986.237982484067
2021,2127,973.6043994823224
2022,2127,999.9999999999735
2023,2127,999.9999999999735
2024,2127,1006.8810086493285
2025,2127,1013.7620137317531
2016,2128,980.1077150379564
2017,2128,999.9999999999616
2018,2128,999.9999999999616
2019,2128,999.9999999999616
2020,2128,980.1077212960118
2021,2128,950.2693086767667
2022,2128,999.9999999999616
2023,2128,999.9999999999616
2024,2128,999.9999999999616
2025,2128,1009.9461404389938
2016,2129,980.1077138596454
2017,2129,999.999999999923
2018,2129,999.999999999923
2019,2129,1009.9461410277409
2020,2129,990.0538568883363
2021,2129,980.1077201174683
2022,2129,999.999999999923
2023,2129,1009.9461410277409
2024,2129,1009.9461410277409
2025,2129,1019.8922827808855
2016,2130,980.1077189393253
2017,2130,1000.0000000000512
2018,2130,1000.0000000000512
2019,2130,1009.9461437837841
2020,2130,990.0538591073747
2021,2130,990.0538591073747
2022,2130,1009.9461416178192
2023,2130,1019.8922839597504
2024,2130,1009.9461437837841
2025,2130,1029.83842702747
2016,2131,999.999999999934
2017,2131,999.999999999934
2018,2131,999.999999999934
2019,2131,1014.376651733944
2020,2131,999.999999999934
2021,2131,999.999999999934
2022,2131,1013.7620134585134
2023,2131,1020.6430196106282
2024,2131,1014.376651733944
2025,2131,1027.5240226644744
2016,2132,1006.8810071537487
2017,2132,1000.0000000000521
2018,2132,1000.0000000000521
2019,2132,1013.7620107403557
2020,2132,1000.0000000000521
2021,2132,1000.0000000000521
2022,2132,1013.7620107403557
2023,2132,1014.376656517312
2024,2132,1013.7620107403557
2025,2132,1027.5240172283586
2016,2133,1006.88100579468
2017,2133,999.9999999999673
2018,2133,999.9999999999673
2019,2133,1013.7620080227915
2020,2133,999.9999999999673
2021,2133,986.2379881939185
2022,2133,1013.7620080227915
2023,2133,1013.7620080227915
2024,2133,1013.7620080227915
2025,2133,1027.5240117922542
2016,2134,999.9999999999553
2017,2134,999.9999999999553
2018,2134,999.9999999999553
2019,2134,1013.7619985074862
2020,2134,999.9999999999553
2021,2134,1006.8810010372712
2022,2134,1013.7619985074862
2023,2134,1020.6429971835404
2024,2134,1014.3766894799393
2025,2134,1028.7533850016978
2016,2135,985.6233123729941
2017,2135,999.9999999999204
2018,2135,999.9999999999204
2019,2135,1013.7619957879124
2020,2135,993.11900199601
2021,2135,999.9999999999204
2022,2135,1006.8809996775888
2023,2135,1020.6429931053916
2024,2135,1013.7619957879124
2025,2135,1027.523987324018
2016,2136,979.3570041404212
2017,2136,999.9999999999718
2018,2136,999.9999999999718
2019,2136,999.9999999999718
2020,2136,993.1190033560512
2021,2136,993.1190033560512
2022,2136,1006.8809983193805
2023,2136,1014.3766990459931
2024,2136,1006.8809983193805
2025,2136,1014.3766990459931
2016,2137,979.3570082172438
2017,2137,999.9999999998796
2018,2137,999.9999999998796
2019,2137,999.9999999998796
2020,2137,993.1190047148209
2021,2137,985.6233028037841
2022,2137,999.9999999998796
2023,2137,1006.8809969595982
2024,2137,999.9999999998796
2025,2137,1013.7619903521424
2016,2138,970.1615467004011
2017,2138,999.9999999999659
2018,2138,999.9999999999659
2019,2138,999.9999999999659
2020,2138,990.0538453671675
2021,2138,980.1076908170303
2022,2138,999.9999999999659
2023,2138,1009.9461525503937
2024,2138,999.9999999999659
2025,2138,1009.9461525503937
2016,2139,979.357011070645
2017,2139,1000.0000000000421
2018,2139,1000.0000000000421
2019,2139,1000.0000000000421
2020,2139,993.1190056662255
2021,2139,986.2380077650647
2022,2139,1000.0000000000421
2023,2139,1013.7619884500641
2024,2139,1006.8809960088475
2025,2139,1013.7619884500641
2016,2140,970.1615429151445
2017,2140,999.9999999999884
2018,2140,999.9999999999884
2019,2140,990.0538469132813
2020,2140,990.0538441048865
2021,2140,980.1076945519001
2022,2140,990.0538469132813
2023,2140,1009.9461538122541
2024,2140,1009.9461538122541
2025,2140,1009.9461538122541
2016,2141,980.1076871147371
2017,2141,999.9999999999698
2018,2141,999.9999999999698
2019,2141,999.9999999999698
2020,2141,990.0538435155564
2021,2141,990.0538435155564
2022,2141,999.9999999999698
2023,2141,1009.9461565679758
2024,2141,1009.9461565679758
2025,2141,1019.8923095289123
2016,2142,980.1076859359029
2017,2142,999.9999999999809
2018,2142,999.9999999999809
2019,2142,999.9999999999809
2020,2142,990.0538457341904
2021,2142,990.0538429260283
2022,2142,999.9999999999809
2023,2142,1009.9461571575262
2024,2142,1009.9461571575262
2025,2142,1019.8923143981971
2016,2143,980.1076847569402
2017,2143,999.9999999998992
2018,2143,999.9999999998992
2019,2143,999.9999999998992
2020,2143,999.9999999998992
2021,2143,990.0538423366232
2022,2143,999.9999999998992
2023,2143,1009.9461577474663
2024,2143,1009.9461577474663
2025,2143,1019.8923155779275
2016,2144,980.1076898358178
2017,2144,1000.0000000000297
2018,2144,1000.0000000000297
2019,2144,1000.0000000000297
2020,2144,1000.0000000000297
2021,2144,990.0538417469833
2022,2144,1000.0000000000297
2023,2144,1009.9461583364364
2024,2144,1009.9461583364364
2025,2144,1019.8923167564369
2016,2145,1028.588774308982
2017,2145,1057.1775947758792
2018,2145,1057.1775947758792
2019,2145,1000.0000000000268
2020,2145,1000.0000000000268
2021,2145,1076.236797554177
2022,2145,1000.0000000000268
2023,2145,933.2927265744767
2024,2145,942.822348495924
2025,2145,933.2927265744767
2016,2146,999.9999999999915
2017,2146,1047.648020891115
2018,2146,1047.648020891115
2019,2146,923.763058193103
2020,2146,942.8223165102737
2021,2146,1066.7072332020443
2022,2146,923.763058193103
2023,2146,914.2334233189426
2024,2146,923.763058193103
2025,2146,904.7037846340876
2016,2147,1009.9461593490387
2017,2147,1009.9461593490387
2018,2147,1009.9461593490387
2019,2147,1019.8923187816956
2020,2147,1019.8923187816956
2021,2147,1009.9461593490387
2022,2147,1019.8923187816956
2023,2147,1029.8384782972482
2024,2147,1029.8384782972482
2025,2147,1039.7846378961608
2016,2148,942.8222845235897
2017,2148,1038.1184007738987
2018,2148,1038.1184007738987
2019,2148,904.7037313240835
2020,2148,914.2333753397983
2021,2148,1057.1775782980924
2022,2148,895.1740834974411
2023,2148,876.1147764100932
2024,2148,895.1740834974411
2025,2148,866.5851171507849
2016,2149,1019.8923197946573
2017,2149,1009.9461598561464
2018,2149,1009.9461598561464
2019,2149,1029.8384798162938
2020,2149,1029.8384798162938
2021,2149,1009.9461598561464
2022,2149,1029.8384798162938
2023,2149,1039.784639921989
2024,2149,1039.784639921989
2025,2149,1049.730800110347
2016,2150,1029.8384770120697
2017,2150,1000.0000000000739
2018,2150,1000.0000000000739
2019,2150,1029.8384815852294
2020,2150,1029.8384815852294
2021,2150,1000.0000000000739
2022,2150,1029.8384815852294
2023,2150,1039.7846422807224
2024,2150,1039.7846422807224
2025,2150,1049.730803058877
2016,2151,1059.6769640977886
2017,2151,999.999999999982
2018,2151,999.999999999982
2019,2151,1029.8384833535395
2020,2151,1029.8384833535395
2021,2151,999.999999999982
2022,2151,1029.8384833535395
2023,2151,1039.7846446385777
2024,2151,1039.7846446385777
2025,2151,1059.6769640977886
2016,2152,1034.4050040351447
2017,2152,999.9999999999602
2018,2152,999.9999999999602
2019,2152,1043.1301510599321
2020,2152,1043.1301510599321
2021,2152,999.9999999999602
2022,2152,1043.1301510599321
2023,2152,1057.5068801681427
2024,2152,1057.5068801681427
2025,2152,1071.8836153202724
2016,2153,1095.2962969215985
2017,2153,1133.4149223908937
2018,2153,1133.4149223908937
2019,2153,1133.4149223908937
2020,2153,1123.8852603077326
2021,2153,1104.8259475722102
2022,2153,1142.9445882851016
2023,2153,1162.0039315075783
2024,2153,1142.9445882851016
2025,2153,1171.5336088346824
2016,2154,1057.1777038283456
2017,2154,1123.8851983472853
2018,2154,1123.8851983472853
